,Theme,Name
232,애플페이,"['하인크코리아', '셀피글로벌', 'KG이니시스', 'NHN KCP', '이루온', 'KG모빌리언스', '나이스정보통신', '한국정보통신', 'NICE']"
233,재택근무/스마트워크,"['이씨에스', '알서포트', '소프트캠프', '세종텔레콤', '폴라리스오피스', '영림원소프트랩', '효성ITX', '휴네시온', '링네트', '파수', 'NHN', '더존비즈온', '오파스넷', '제이씨현시스템', '에스넷']"
234,골프,"['와이엔텍', '휠라홀딩스', '뷰웍스', '용평리조트', 'KX', '베뉴지', '라온피플', '골프존뉴딘홀딩스', '골프존', '까스텔바작', '크리스에프앤씨', '남화산업', '브이씨', '한세엠케이', '아난티']"
235,전자파,"['아이씨에이치', '프로텍', '성우전자', '이큐셀', '다산솔루에타', '한미반도체', '아모텍', '켐트로닉스', '상신전자', '잉크테크', '동일기연', '레몬', '제너셈']"
236,비료,"['롯데정밀화학', '태경비케이', '효성오앤비', '우진비앤지', '남해화학', 'KG케미칼', '조비', '대유', '누보', '태원물산', '카프로', '체시스']"
237,소모성자재구매대행(MRO),"['비케이탑스', '이크레더블', '아이마켓코리아', '대명소노시즌', '이상네트웍스']"
238,전선,"['대한전선', 'KBI메탈', 'LS', '대원전선', '일진전기', 'LS전선아시아', '가온전선']"
239,교육/온라인 교육,"['로보로보', '비상교육', '유엔젤', '메가스터디교육', '대교', '정상제이엘에스', '아이스크림에듀', 'MIT', '메가스터디', '윌비스', '메가엠디', 'YBM넷', '디지털대성', '멀티캠퍼스', '대성홀딩스', '비트컴퓨터', 'SGA', '웅진씽크빅', '골드앤에스', '이퓨쳐', '삼성출판사', '아이비김영', '유비온', 'DB', '크레버스', 'NE능률', '캐리소프트']"
240,2023 상반기 신규상장,"['엔에이치스팩28호', '씨유박스', '오픈놀', '샌즈랩', '슈어소프트테크', '스튜디오미르', '꿈비', 'KB제25호스팩', '미래에셋비전스팩2호', '제이오', '하나29호스팩', '자람테크놀로지', '큐라티스', '유안타제13호스팩', '엔에이치스팩29호', '라온텍', '삼성스팩8호', 'IBKS제22호스팩', '삼성FN리츠', '하나27호스팩', '미래에셋드림스팩1호', '이노진', '바이오인프라', '한화리츠', '미래에셋비전스팩3호', '키움제8호스팩', '나라셀라', '알멕', '셀바이오휴먼텍', '하나26호스팩', '유안타제12호스팩', '지아이이노베이션', 'LB인베스트먼트', '진영', '팸텍', '프로테옴텍', '티이엠씨', '토마토시스템', '마이크로투나노', '미래반도체', '오브젠', '한주라이트메탈', '화인써키트', '모니터랩', '에스바이오메딕스', '트루엔', '시큐센', '엑스게이트', '금양그린파워', '마녀공장', '기가비스', '나노팀', '삼기이브이']"
241,LED,"['지앤비에스 에코', '드림텍', 'LG전자', '아이엘사이언스', '나노신소재', '우리엔터프라이즈', '성호전자', '오디텍', '루멘스', '태경비케이', '레이크머티리얼즈', '한라IMS', '한솔테크닉스', '일월지엠엘', '에스엘에너지', 'KH 필룩스', '와이투솔루션', 'LG이노텍', '소룩스', '삼성전자', '제이엠아이', '케이엠더블유', '서울반도체', '포인트엔지니어링', '파인테크닉스', '우리바이오', '파커스', '알에프텍', '태경산업', '클라우드에어', '금호에이치티', '서울바이오시스', '광전자', '일진디스플', '엘컴텍', '엘디티', '빛샘전자', '에프알텍', '에스폴리텍', '한국단자', '코아시아', '금호전기', '비보존 제약', '현대에이치티', '삼진엘앤디', '우리이앤엘', '케이엔제이', '알에프세미']"
242,핵융합에너지,"['에스에프에이', '삼화콘덴서', '다원시스', '일진파워', '비츠로테크', '고려제강', '두산에너빌리티', '모비스']"
243,바이오인식(생체인식),"['씨유박스', '라온시큐어', '드림텍', '퍼스텍', '알체라', '젬백스링크', 'KH 전자', '크루셜텍', '시큐브', '파트론', '엠씨넥스', '엑스페릭스', '파워로직스', '슈프리마', '해성옵틱스', '유니온커뮤니티', '드림시큐리티', '유니퀘스트', '시큐센', '에프에스티', '바이오로그디바이스', '동운아나텍']"
244,유전자 치료제/분석,"['에스디바이오센서', '올리패스', '진시스템', '엑세스바이오', '씨젠', '디엔에이링크', '소마젠', '제노포커스', '클리노믹스', '진원생명과학', '헬릭스미스', '녹십자', '코오롱생명과학', '테라젠이텍스', '마크로젠', '엔젠바이오', '바이오니아', '랩지노믹스', '아미코젠', '신테카바이오', '티움바이오', '고바이오랩', '제넥신', '툴젠', '신라젠', '제놀루션', '지놈앤컴퍼니', '우정바이오', '셀레믹스', '바이젠셀', 'CJ 바이오사이언스', 'EDGC', '지니너스', '젠큐릭스', 'HLB파나진', '지노믹트리']"
245,마이크로바이옴,"['유바이오로직스', '에이치엘사이언스', '아모레퍼시픽', '소마젠', '제노포커스', '마크로젠', '랩지노믹스', 'LG생활건강', '고바이오랩', '종근당바이오', '비피도', '지놈앤컴퍼니', '한국콜마홀딩스', 'DXVX', '인트론바이오', 'CJ 바이오사이언스']"
246,테마명,[]
247,NI(네트워크통합),"['인성정보', '오픈베이스', '콤텍시스템', '링네트', '누리플렉스', '광무', '오파스넷', '에스넷']"
248,마이크로바이옴,"['유바이오로직스', '에이치엘사이언스', '아모레퍼시픽', '소마젠', '제노포커스', '마크로젠', '랩지노믹스', 'LG생활건강', '고바이오랩', '종근당바이오', '비피도', '지놈앤컴퍼니', '한국콜마홀딩스', 'DXVX', '인트론바이오', 'CJ 바이오사이언스']"
249,PCB(FPCB 등),"['바이옵트로', '이브이첨단소재', '현우산업', '자비스', 'PI첨단소재', '삼성전기', '성우테크론', '디케이티', '디에이피', '상아프론테크', '롯데에너지머티리얼즈', '파나케이아', '와이엠티', '네오티스', '이녹스첨단소재', '대덕', '에이엔피', '티엘비', '우리바이오', '뉴프렉스', '필옵틱스', '코리아써키트', '심텍', '타이거일렉', '인터플렉스', '펨트론', '비에이치', '아모그린텍', '태성', '화인써키트', '대덕전자', '이수페타시스', '시노펙스']"
250,키오스크(KIOSK),"['푸른기술', '한네트', '케이씨티', '인바이오젠', '파버나인', '윈스', '한국전자금융', '케이씨에스', 'SGA솔루션즈', '씨아이테크']"
251,모바일콘텐츠(스마트폰/태블릿PC),"['디앤씨미디어', '셀바스AI', '포시에스', '인포뱅크', '헥토이노베이션', '카카오', '다날', '지니뮤직', '엔지스테크널러지', '컴투스', '폴라리스오피스', '한컴위드', 'YTN', 'SK텔레콤', 'KT', 'YBM넷', 'KG모빌리언스', '컴투스홀딩스', '플랜티넷', '아이톡시', '한글과컴퓨터', 'TJ미디어', '미스터블루', '케이티알파', 'NHN벅스', 'SK스퀘어', 'NAVER', '바른손', '삼성출판사', '자이언트스텝', '핑거스토리', '네오위즈홀딩스', '키다리스튜디오', '티사이언티픽']"
252,코로나19(덱사메타손),"['화일약품', '대한뉴팜', '부광약품', '신일제약', '국제약품', '경동제약', '한올바이오파마', '유한양행', '동성제약', '한국유니온제약', '한국파마', '한독', '휴온스', '환인제약', 'JW중외제약', '대원제약', '휴메딕스']"
253,제4이동통신,"['세종텔레콤', '콤텍시스템', '광무', '쏠리드', 'CS']"
254,여행,"['레드캡투어', '하나투어', '참좋은여행', '그래디언트', '모두투어', 'SM C&C', '세중', '노랑풍선', '롯데관광개발']"
255,육계,"['하림', '교촌에프앤비', '동우팜투테이블', '이지홀딩스', '마니커', '푸드나무', '팜스토리', '마니커에프앤지', '체리부로']"
256,보안주(정보),"['샌즈랩', '라온시큐어', '이스트소프트', '모코엠시스', '지란지교시큐리티', '디지캡', '한국정보인증', '싸이버원', '헥토이노베이션', '수산아이앤티', '한국전자인증', '나노씨엠에스', '오픈베이스', '안랩', '소프트캠프', '이니텍', '아톤', '한컴위드', '휴네시온', '시큐브', '세토피아', '파수', '네오리진', '나노브릭', '코닉오토메이션', '플랜티넷', '이글루', '파이오링크', 'SGA', '케이사인', '윈스', '벨로크', '지니언스', '드림시큐리티', 'SGA솔루션즈', '모니터랩', '에스에스알', '가비아', '시큐센', '라닉스', '다우데이타', '엑스게이트', '에스넷', '시큐레터']"
257,코로나19(카모스타트),"['대웅제약', '일성신약', '명문제약', 'CG인바이츠']"
258,가상화폐(비트코인 등),"['한빛소프트', 'TS인베스트먼트', 'SBI인베스트먼트', '에이티넘인베스트', '한일진공', '카카오', '다날', '비덴트', '인바이오젠', '갤럭시아머니트리', '한컴위드', 'FSN', '위지트', 'KG모빌리언스', 'ES큐브', '아이오케이', '매커스', '엠게임', '케이피엠테크', 'SGA', '클라우드에어', 'NAVER', '우리기술투자', 'SGA솔루션즈', '제이씨현시스템', '네오위즈홀딩스', '감성코퍼레이션', 'SCI평가정보', '티사이언티픽']"
259,LCD BLU제조,"['한솔테크닉스', '코이즈', '이라이콤', '삼진엘앤디']"
260,화이자(PFIZER),"['이수화학', '그린생명과학', '유한양행', '우리바이오', '제일약품', '대한약품', '파미셀', '제주반도체', '서울제약']"
261,2019 하반기 신규상장,"['윈텍', '코윈테크', '엔바이오니아', '올리패스', '에스피시스템스', '플리토', '대모', '자이에스앤디', '솔트웨어', 'HD현대에너지솔루션', '네오크레마', '태웅로직스', '한화시스템', '모코엠시스', '피피아이', '그린플러스', '제테마', '지누스', '일승', '메드팩토', '아이스크림에듀', '아톤', 'HLB바이오스텝', '코리아에셋투자증권', '윙스풋', 'NH프라임리츠', '한독크린텍', '다보링크', '밸로프', '라온피플', '아이티엠반도체', '롯데리츠', '웨이버스', '헥토파이낸셜', '팜스빌', '나노브릭', '리메드', '녹십자웰빙', '에이스토리', '엑스페릭스', '신테카바이오', '미디어젠', '티움바이오', '에이에프더블류', '씨티알모빌리티', '누보', '에스제이그룹', 'KBG', '라파스', '레이', '아이비김영', '덕산테코피아', '마니커에프앤지', 'RF머트리얼즈', '세경하이테크', '세림B&G', 'CJ 바이오사이언스', '펌텍코리아', '씨에스베어링', '포커스에이치엔에스', '라닉스', '원텍', '제이엘케이', '캐리소프트', '비올', '케이엔제이', '브릿지바이오테라퓨틱스', '우양', '윌링스', '티라유텍']"
262,3D 낸드(NAND),"['廃車追耕町', '板失', '杷拭什追戚', '据斥IPS', '廃丞戚殖走', '誌失穿切', '据斥QnC', '政艦砺什闘', '砺什', '追戚松努', '政遭砺滴', '砺滴成', '宿努', 'SK馬戚莞什', '据斥袴闘軒杖綜', '巨殖拭覗', '車崎傾昔筈漁什', '薦酔什', '杷拭什追戚筈漁什']"
263,MLCC(적층세라믹콘덴서),"['윈텍', '코스모신소재', '아바텍', '삼성전기', '삼화콘덴서', '아모텍', '대주전자재료', '네온테크', '알에프세미']"
264,선박평형수 처리장치,"['부방', 'HD한국조선해양', 'STX엔진', '한라IMS', '엔케이', '이엠코리아', '윌링스']"
265,카메라모듈/부품,"['세코닉스', '나무가', '덕우전자', '재영솔루텍', '삼성전기', '캠시스', '성우전자', '삼양옵틱스', '탑엔지니어링', 'LG이노텍', '이즈미디어', '노블엠앤비', '하이소닉', '라온피플', '아이엠', '파트론', '엠씨넥스', '파워로직스', '팸텍', '엘컴텍', '퓨런티어', '하이비젼시스템', '코아시아씨엠', '해성옵틱스', '액트로', '자화전자', '아이윈플러스', '옵트론텍', 'SBW생명과학', '픽셀플러스', '바이오로그디바이스', '동운아나텍']"
266,스마트폰,"['제이앤티씨', '아비코전자', '이미지스', '아진엑스텍', '테크엘', '드림텍', 'LG디스플레이', 'LG전자', '삼성SDI', '나무가', '텔레칩스', '테이팩스', '하인크코리아', '에코볼트', '한일진공', '모베이스', '캠시스', '디케이티', '성우전자', '웰킵스하이텍', '유아이디', '크루셜텍', '노블엠앤비', '장원테크', 'LG이노텍', '와이제이엠게임즈', '위니아에이드', '삼성전자', '하이소닉', '인탑스', '케스피온', '서진시스템', '씨유테크', '블루콤', '유아이엘', '파트론', '아이앤씨', '다산솔루에타', '대덕', '한국컴퓨터', '모다이노칩', '슈피겐코리아', '유티아이', '알에프텍', '와이팜', '아모텍', '파워로직스', '피델릭스', '이엠앤아이', 'KH바텍', '켐트로닉스', '하이비젼시스템', '엔피디', '엘디티', '디스플레이텍', '해성옵틱스', '액트로', '기가레인', '세경하이테크', '인터플렉스', '노바텍', '아모그린텍', '엘엠에스', '자화전자', '레몬', '토비스', '엔터파트너즈', '대덕전자', '덕산네오룩스', '에이치앤비디자인', '이수페타시스', '동운아나텍', '에이스테크', '시노펙스', '이엠텍', '육일씨엔에쓰', '알에프세미']"
267,RFID(NFC 등),"['에이텍모빌리티', '에이루트', '빅텍', 'SK', '위즈코프', '삼성전자', 'SK텔레콤', 'KT', '코나아이', '엑스큐어', '누리플렉스', '파트론', '이루온', '아모텍', 'SK스퀘어', '유비벨록스', '에스넷', '소니드', '에이스테크']"
268,코로나19(스푸트니크V),"['제테마', '이화전기', '이아이디', '이트론', '코리아에셋투자증권', '바이넥스', '아주IB투자', '보령', '프레스티지바이오파마', '프레스티지바이오로직스', '종근당바이오', '휴온스글로벌', '이수앱지스', '휴메딕스']"
269,맥신(MXene),"['경동인베스트', '한국앤컴퍼니', '나노', '티플랙스', '이오플로우', '코닉오토메이션', '센코', 'APS', '휴비스', '태경산업', '아모센스', '아이크래프트', '나인테크']"
270,U-Healthcare(원격진료),"['아스타', '라이프시맨틱스', '인성정보', 'SK케미칼', '뷰웍스', '유비케어', '마크로젠', '네오펙트', '녹십자홀딩스', '차바이오텍', '테라젠이텍스', '비트컴퓨터', '나노엔텍', '케어랩스', '인피니트헬스케어', '메디포스트', '토마토시스템', '소프트센', '인바디', '휴비츠', '파마리서치', '이지케어텍', 'JW중외제약', '제이엘케이']"
271,국내 상장 중국기업,"['크리스탈신소재', '글로벌에스엠', '씨케이에이치', '골든센츄리', '이스트아시아홀딩스', 'GRT', '헝셩그룹', '컬러레이', '오가닉티코스메틱', '윙입푸드', '로스웰']"
272,콜드체인(저온 유통),"['뉴지랩파마', '대창솔루션', '투비소프트', '대한과학', '지씨셀', '일신바이오', '에이디칩스', '아이텍', '서린바이오', '경남제약', '대유플러스', '에스씨디', '아이큐어', '한익스프레스', '태경케미컬', 'GST', '동아쏘시오홀딩스']"
273,반도체 대표주(생산),"['삼성전자', 'DB하이텍', 'SK하이닉스']"
274,렌터카,"['SK네트웍스', '레드캡투어', 'SK렌터카', '롯데렌탈', '케이카', '쏘카']"
275,음성인식,"['코맥스', '셀바스AI', '현대모비스', '카카오', '가온그룹', '블루콤', '파트론', '미디어젠', '브리지텍', '코콤', 'NAVER', '코아시아', '파인디지털', '현대에이치티', '알에프세미']"
276,반도체 재료/부품,"['하나마이크론', '마이크로컨텍솔', '후성', '에스에이엠티', '천보', '한솔아이원스', '레이크머티리얼즈', '웰킵스하이텍', '티씨케이', '이엔에프테크놀로지', '네패스', '엘티씨', '샘씨엔에스', '비케이홀딩스', '해성디에스', '에프엔에스테크', '원익QnC', '동진쎄미켐', '이녹스첨단소재', '월덱스', '대덕', '미코', 'KEC', '케이씨텍', '에스앤에스텍', '메카로', '오션브릿지', '테크윙', '램테크놀러지', '티이엠씨', '한양디지텍', '피엠티', '솔브레인', '원익머트리얼즈', '타이거일렉', '덕산테코피아', '디엔에프', '뉴파워프라즈마', '지오엘리먼트', '솔브레인홀딩스', '비씨엔씨', '와이씨켐', '마이크로투나노', 'KX하이텍', 'HLB이노베이션', '하나머티리얼즈', '오킨스전자', '제이아이테크', '엠케이전자', '3S', '덕산하이메탈', 'ISC', '에프에스티', '케이엔제이', '동운아나텍']"
277,코로나19(혈장치료/혈장치료제),"['에코볼트', '블레이드 Ent', '피에이치씨', '녹십자', '일신바이오', '한국유니온제약', '서린바이오', '레몬', '시노펙스']"
278,5G(5세대 이동통신),"['와이솔', 'LG전자', '이노인스트루먼트', 'PI첨단소재', '피피아이', 'LG유플러스', '엔텔스', '텔코웨어', '이지트로닉스', '인포마크', '삼성전자', 'SK텔레콤', 'KT', '삼지전자', '서진시스템', '웨이브일렉트로', '이루온', '대덕', '다보링크', '케이엠더블유', '텔레필드', '옵티코어', '오이솔루션', '알에프텍', 'LS전선아시아', '와이팜', '쏠리드', '이노와이어리스', '휴림네트웍스', '대한광통신', '유비쿼스', '에프알텍', '오파스넷', '트루윈', '기가레인', 'RFHIC', '우리넷', '아이크래프트', '코위버', '기산텔레콤', '나무기술', '와이어블', '대덕전자', '코스텍시스', '라이콤', '우리로', '센서뷰', '이수페타시스', '라이트론', '에이스테크', '에치에프알']"
279,양자암호,"['에이엘티', '한국정보인증', 'LG유플러스', 'SK텔레콤', 'KT', '텔레필드', '쏠리드', '우리넷', '케이씨에스', '드림시큐리티', '코위버', '아이윈플러스', '우리로', '엑스게이트', '바이오로그디바이스']"
280,통신장비,"['다산네트웍스', '이노인스트루먼트', 'AP위성', '자람테크놀로지', '루멘스', '피피아이', '인포마크', '삼지전자', '서진시스템', '웨이브일렉트로', '스카이문스테크놀로지', '다보링크', '케이엠더블유', '텔콘RF제약', '텔레필드', '파이오링크', '핸디소프트', '옵티코어', '오이솔루션', '쏠리드', '이노와이어리스', '휴림네트웍스', '에스에이티', '유비쿼스', '빛샘전자', '에프알텍', 'CS', '기가레인', 'RF머트리얼즈', 'RFHIC', '우리넷', '알엔투테크놀로지', '코위버', '기산텔레콤', '와이어블', '인텔리안테크', '라이콤', '우리로', '센서뷰', '라이트론', '머큐리', '에이스테크', '에치에프알']"
281,미용기기,"['한국비엔씨', '대웅제약', '루트로닉', '유한양행', '제이시스메디칼', '클래시스', '메디톡스', '휴젤', '휴온스글로벌', '파마리서치', '이루다', '휴메딕스', '원텍', '비올', '하이로닉']"
282,밥솥,"['어보브반도체', 'PN풍년', '신일전자', '쿠쿠홀딩스', '윌링스']"
